Sent_ID,Word_ID,Word,frequency,length,surprisal,role
6,56,coordinated,3.79,11,16.21882801720079,content
6,57,by,6.66,2,16.64401040596986,function
6,58,a,7.36,1,15.435222777143972,function
6,59,central,5.12,7,14.931744254673703,content
6,60,nervous,4.42,7,17.435224158500848,content
6,61,system,5.56,6,31.127100079684734,content
7,0,he,6.69,2,15.312988515800342,function
7,1,was,6.82,3,15.392505038392063,function
7,2,twice,4.84,5,15.823661416521503,content
7,3,nominated,4.18,9,14.865968457955315,content
7,4,for,7.01,3,18.050682648739702,function
7,5,an,6.53,2,17.41990256810078,function
7,6,Academy,4.57,7,13.255722415150977,content
7,7,Award,4.88,5,15.692823895051113,content
7,8,for,7.01,3,17.273242642751015,function
7,9,Best,5.84,4,12.282033694193341,content
7,10,Supporting,4.71,10,16.99149653652394,content
7,11,Actor,4.65,5,16.81507398154646,content
7,12,the,7.73,3,17.095587316132146,function
7,13,first,6.11,5,15.440303832581062,content
7,14,for,7.01,3,15.430642535186193,function
7,15,his,6.51,3,14.120185642476246,function
7,16,role,5.16,4,14.181400459293751,content
7,17,in,7.27,2,16.028615205346522,function
7,18,the,7.73,3,17.29778112737612,function
7,19,1943,4.09,4,16.980785457028205,content
7,20,film,5.2,4,16.111103588145152,content
7,21,Sahara,3.4,6,14.46564512947256,content
7,22,then,6.07,4,17.877273229805336,function
7,23,for,7.01,3,15.745760154986685,function
7,24,his,6.51,3,14.323881894158157,function
7,25,performance,5.16,11,12.948037197590171,content
7,26,in,7.27,2,15.590213542101534,function
7,27,the,7.73,3,16.864328436892357,function
7,28,1945,4.1,4,15.244842110222462,content
7,29,film,5.2,4,15.702465930389087,content
7,30,A,7.36,1,15.404450265390391,function
7,31,Medal,4.39,5,14.886822386268337,content
7,32,for,7.01,3,17.437256305503443,function
7,33,Benny,3.6,5,16.542584669519425,content
7,34,for,7.01,3,15.545203618578928,function
7,35,which,6.3,5,15.256503909812167,function
7,36,he,6.69,2,16.00722469116281,function
7,37,won,5.2,3,15.692252912650249,function
7,38,the,7.73,3,16.231102075027568,function
7,39,Golden,4.67,6,14.229347846493095,content
7,40,Globe,4.28,5,15.887306004230398,content
7,41,Award,4.88,5,16.535475594663357,content
7,42,for,7.01,3,15.536105048417681,function
7,43,Best,5.84,4,12.985541798229125,content
7,44,Supporting,4.71,10,16.785861696401504,content
7,45,Actor,4.65,5,16.663262831838047,content
7,46,Motion,4.59,6,15.403566962495558,content
7,47,Picture,5.13,7,32.39514054724708,content
8,0,in,7.27,2,16.97544849140663,function
8,1,recognition,4.47,11,13.892391181755439,content
8,2,of,7.4,2,14.392410789151555,function
8,3,his,6.51,3,16.344606497013398,function
8,4,work,5.96,4,16.940439702996997,content
8,5,with,6.85,4,17.678077420131203,function
8,6,electricity,4.43,11,14.24132471829918,content
8,7,Franklin,4.21,8,16.661637939752694,content
8,8,was,6.82,3,16.229156607281006,function
8,9,elected,4.63,7,17.322718611751228,content
8,10,a,7.36,1,18.21202714075074,function
8,11,Fellow,4.76,6,15.063432058369958,content
8,12,of,7.4,2,16.912867444410672,function
8,13,the,7.73,3,15.604973781129184,function
8,14,Royal,4.85,5,17.423871927682697,content
8,15,Society,5.17,7,13.379709523672199,content
8,16,and,7.41,3,15.790489402823086,function
8,17,received,5.16,8,14.364183620630744,content
8,18,its,6.14,3,17.6683899813734,function
8,19,Copley,2.83,6,28.917962291433852,content
8,20,Medal,4.39,5,15.358437339047951,content
8,21,in,7.27,2,16.96162521386088,function
8,22,1753,2.65,4,33.75928767183399,content
9,0,in,7.27,2,15.833157610571545,function
9,1,1991,4.48,4,16.47904189553984,content
9,2,he,6.69,2,15.975505586898882,function
9,3,was,6.82,3,15.327093844893506,function
9,4,awarded,4.35,7,13.365115763850586,content
9,5,the,7.73,3,16.26253087257684,function
9,6,Presidential,4.52,12,15.186552374330832,content
9,7,Medal,4.39,5,16.428869740768935,content
9,8,of,7.4,2,16.368865681813503,function
9,9,Freedom,4.86,7,13.606806422761107,content
9,10,for,7.01,3,15.638206332720706,function
9,11,preserving,3.73,10,13.736127745181491,content
9,12,Americas,3.74,8,12.59144974515243,content
9,13,defenses,3.71,8,17.416552346061977,content
9,14,at,6.7,2,16.592778838069638,function
9,15,a,7.36,1,14.655117727997512,function
9,16,time,6.29,4,16.420559539079242,content
9,17,of,7.4,2,15.765005701548837,function
9,18,great,5.88,5,13.984891706556699,content
9,19,change,5.54,6,19.757873248043598,content
9,20,around,5.77,6,16.377431793687677,content
9,21,the,7.73,3,16.057753193986304,function
9,22,world,5.89,5,33.24335072613522,content
10,0,his,6.51,3,16.218500562233547,function
10,1,support,5.53,7,15.554456285195347,content
10,2,abated,2.59,6,31.26320852543877,content
10,3,as,6.77,2,16.26690611121479,function
10,4,the,7.73,3,15.975886700453193,function
10,5,United,5.47,6,17.5775349865756,content
10,6,States,5.52,6,15.510929540053779,content
10,7,entered,4.72,7,14.416522756802522,content
10,8,WWII,3.61,4,32.01626276739632,content
11,0,pfc,2.8,3,33.016773902582514,content
11,1,Fernando,3.74,8,14.851626480734565,content
11,2,Luis,3.99,4,15.068371400102738,content
11,3,Garcia,3.89,6,14.531408543440083,content
11,4,October,5.11,7,15.217729389279242,content
11,5,14,5.32,2,14.23289894426811,content
11,6,1929,3.97,4,15.257325298952688,content
11,7,September,5.15,9,15.30591383747445,content
11,8,5,5.75,1,14.591446998925687,content
11,9,1952,4.16,4,14.692912635351123,content
11,10,born,5.09,4,15.066952887198422,content
11,11,in,7.27,2,14.957274735228985,function
11,12,Utuado,1.12,6,52.98434215717012,content
11,13,Puerto,4.04,6,14.142141635615996,content
11,14,Rico,3.97,4,15.200122493414511,content
11,15,was,6.82,3,14.010708366243017,function
11,16,a,7.36,1,17.3833294254989,function
11,17,member,5.18,6,14.918073697721919,content
11,18,of,7.4,2,15.358667107869504,function
11,19,the,7.73,3,16.249315725684543,function
11,20,United,5.47,6,17.276059030641544,content
11,21,States,5.52,6,15.484913380492461,content
11,22,Marines,3.92,7,15.275632508171732,content
11,23,and,7.41,3,16.637948361492246,function
11,24,the,7.73,3,16.410115376657647,function
11,25,first,6.11,5,16.177400836260958,content
11,26,Puerto,4.04,6,15.492003193291628,content
11,27,Rican,3.43,5,11.717458678969361,content
11,28,who,6.34,3,15.18435925156703,function
11,29,was,6.82,3,15.161667172681588,function
11,30,awarded,4.35,7,13.398562949790383,content
11,31,the,7.73,3,16.114790896179652,function
11,32,Medal,4.39,5,16.187374454149793,content
11,33,of,7.4,2,15.726676960046948,function
11,34,Honor,4.69,5,32.83415034114553,content
12,0,received,5.16,8,14.68497254032609,content
12,1,the,7.73,3,16.900846545045965,function
12,2,Presidential,4.52,12,15.129846254688347,content
12,3,Medal,4.39,5,15.549094554072047,content
12,4,of,7.4,2,15.604609177909355,function
12,5,Freedom,4.86,7,12.731943060572862,content
12,6,in,7.27,2,15.97322303315663,function
12,7,1977,4.37,4,31.41656476728253,content
13,0,confidential,3.9,12,14.41474239240079,content
13,1,1997,4.53,4,16.621812261257695,content
13,2,for,7.01,3,14.91561228202277,function
13,3,which,6.3,5,15.253712287423363,function
13,4,she,6.26,3,14.697469487668384,function
13,5,received,5.16,8,16.204106302286934,content
13,6,an,6.53,2,17.495189693342486,function
13,7,Academy,4.57,7,14.955385677791908,content
13,8,Award,4.88,5,16.496562112148535,content
13,9,for,7.01,3,16.335181847746117,function
13,10,Best,5.84,4,13.782406212736863,content
13,11,Supporting,4.71,10,16.816381049693014,content
13,12,Actress,4.45,7,32.58337074310221,content
14,0,in,7.27,2,15.208035071215408,function
14,1,1968,4.29,4,14.506417400477908,content
14,2,6,5.59,1,14.738836130715114,content
14,3,years,5.96,5,13.24144510340695,content
14,4,after,6.11,5,16.511590644111532,function
14,5,her,6.3,3,14.531215922871118,function
14,6,death,5.4,5,13.723458815188334,content
14,7,she,6.26,3,13.479935509150216,function
14,8,was,6.82,3,14.573541541179058,function
14,9,honored,4.1,7,16.39572249257224,content
14,10,as,6.77,2,15.677300053053633,function
14,11,the,7.73,3,15.841002771173303,function
14,12,former,5.28,6,17.40702175548176,content
14,13,president,5.45,9,16.73854858121854,content
14,14,of,7.4,2,15.527796222589197,function
14,15,United,5.47,6,15.053523105957847,content
14,16,Nations,4.8,7,15.499248478407177,content
14,17,Commission,4.91,10,15.898612831628723,content
14,18,on,6.91,2,15.309716717850328,function
14,19,Human,5.35,5,13.287940957033012,content
14,20,Rights,5.19,6,14.250021536988012,content
14,21,by,6.66,2,16.22089731245597,function
14,22,a,7.36,1,17.513447371558083,function
14,23,posthume,0.0,8,46.722420818586286,content
14,24,Nobel,3.84,5,15.07460680309242,content
14,25,Peace,5.02,5,18.818919519115422,content
14,26,Prize,4.59,5,15.82537298786289,content
14,27,along,5.38,5,16.386568887962717,content
14,28,with,6.85,4,12.890941709226132,function
14,29,Rene,3.34,4,15.465039065358754,content
14,30,Cassin,1.89,6,32.03698323717227,content
14,31,president,5.45,9,17.751137026078933,content
14,32,of,7.4,2,15.579558872915282,function
14,33,the,7.73,3,15.895071364882156,function
14,34,European,5.08,8,16.6309424762267,content
14,35,Court,5.41,5,17.23311702651291,content
14,36,of,7.4,2,15.990693718761877,function
14,37,Human,5.35,5,13.543963962135837,content
14,38,Rights,5.19,6,15.616255843025785,content
14,39,for,7.01,3,14.161987057664357,function
14,40,their,6.33,5,15.943625506873744,function
14,41,work,5.96,4,15.823573361404263,content
14,42,in,7.27,2,17.18802867890151,function
14,43,drafting,3.66,8,15.635594948150006,content
14,44,and,7.41,3,17.173469315610067,function
14,45,promoting,4.28,9,13.685421756262308,content
14,46,the,7.73,3,18.15444322165825,function
14,47,adoption,4.17,8,14.88526628724333,content
14,48,and,7.41,3,17.94508392524873,function
14,49,proclamation,3.44,12,15.32734975507799,content
14,50,the,7.73,3,17.040756495314668,function
14,51,1948,4.13,4,14.120367256155557,content
14,52,Universal,4.49,9,16.48246091063899,content
14,53,Declaration,4.1,11,14.159264228335896,content
14,54,of,7.4,2,15.36589588265057,function
14,55,Human,5.35,5,13.264223861548427,content
14,56,Rights,5.19,6,33.22861800433171,content
15,0,the,7.73,3,16.437760555887937,function
15,1,same,5.8,4,19.370763690591932,function
15,2,year,5.96,4,14.824246842717205,content
15,3,they,6.5,4,15.423060164074954,function
15,4,were,6.34,4,16.245192269647454,function
15,5,each,5.69,4,15.827383121086175,function
15,6,awarded,4.35,7,15.455844184913024,content
15,7,by,6.66,2,17.594082469311015,function
15,8,one,6.47,3,15.747537767666003,content
15,9,of,7.4,2,15.127614607810752,function
15,10,the,7.73,3,15.518390835378812,function
15,11,UNs,2.76,3,33.8420127027602,content
15,12,own,5.74,3,19.038405154007744,function
15,13,Human,5.35,5,15.921509913833994,content
15,14,Rights,5.19,6,15.415180606943023,content
15,15,Prizes,4.01,6,28.763736505307328,content
16,0,he,6.69,2,16.18964187341877,function
16,1,won,5.2,3,16.18906813929549,function
16,2,a,7.36,1,16.901978878819246,function
16,3,Nobel,3.84,5,15.470608551524295,content
16,4,Prize,4.59,5,15.879646584891573,content
16,5,in,7.27,2,15.96902115303075,function
16,6,Chemistry,4.35,9,13.60826621150163,content
16,7,in,7.27,2,16.29682146143647,function
16,8,1928,3.96,4,30.459951859763763,content
17,0,on,6.91,2,16.693169926892484,function
17,1,May,5.98,3,15.101116896827017,content
17,2,26,5.08,2,14.029841092186203,content
17,3,1943,4.09,4,14.655618541476825,content
17,4,Edsel,2.24,5,31.291306363006132,content
17,5,Ford,4.5,4,15.339786164527181,content
17,6,died,5.2,4,10.650186630440633,content
17,7,leaving,4.98,7,17.459254950340608,content
17,8,a,7.36,1,15.964870179769525,function
17,9,vacancy,3.65,7,13.710264306214139,content
17,10,in,7.27,2,17.277205123026892,function
17,11,the,7.73,3,18.25473112089058,function
17,12,company,5.6,7,17.726205045148653,content
17,13,presidency,4.16,10,33.849630846262826,content
18,0,he,6.69,2,16.305463245677025,function
18,1,was,6.82,3,14.850444615957835,function
18,2,awarded,4.35,7,14.87246114699069,content
18,3,the,7.73,3,16.905710214412366,function
18,4,1921,3.91,4,14.802868711284354,content
18,5,Nobel,3.84,5,15.014934326687854,content
18,6,Prize,4.59,5,15.714907843283106,content
18,7,for,7.01,3,17.067854081784613,function
18,8,Physics,4.39,7,13.745899111472912,content
18,9,for,7.01,3,15.374484008304055,function
18,10,his,6.51,3,15.247947428966441,function
18,11,explanation,4.44,11,17.42981702395772,content
18,12,of,7.4,2,15.46964269695705,function
18,13,the,7.73,3,17.081227452715705,function
18,14,photoelectric,2.3,13,45.47616711323524,content
18,15,effect,5.02,6,16.7138037174124,content
18,16,in,7.27,2,16.31586750812362,function
18,17,1905,3.77,4,16.634351860297404,content
18,18,his,6.51,3,18.857641756922483,function
18,19,miracle,4.13,7,13.504259359427046,content
18,20,year,5.96,4,15.633071618696546,content
18,21,and,7.41,3,17.510772697371863,function
18,22,for,7.01,3,15.348529762497046,function
18,23,his,6.51,3,15.684402248603662,function
18,24,services,5.31,8,15.476526130575182,content
18,25,to,7.43,2,17.320817171563288,function
18,26,Theoretical,4.01,11,16.892862422462308,content
18,27,Physics,4.39,7,31.985135283451356,content
19,0,the,7.73,3,17.532703925009887,function
19,1,Reverend,3.74,8,17.251032115287988,content
19,2,Martin,4.74,6,16.56549138275314,content
19,3,Luther,3.88,6,16.82690501206461,content
19,4,King,5.17,4,16.238420280787082,content
19,5,Jr,4.55,2,17.939288797845258,content
19,6,PhD,4.07,3,15.953850907363442,content
19,7,Boston,4.67,6,16.689917390999366,content
19,8,University,5.39,10,18.216413386278347,content
19,9,January,5.09,7,15.791074143836019,content
19,10,15,5.32,2,14.679500740306239,content
19,11,1929,3.97,4,15.185193023458412,content
19,12,April,5.19,5,15.630013079233603,content
19,13,4,5.78,1,14.145658336860839,content
19,14,1968,4.29,4,14.902838786577888,content
19,15,was,6.82,3,15.500777060208046,function
19,16,an,6.53,2,16.925664329496072,function
19,17,American,5.49,8,15.65931204363459,content
19,18,Nobel,3.84,5,16.408220815775742,content
19,19,Laureate,3.22,8,15.803188601762795,content
19,20,Baptist,3.86,7,17.31181628754773,content
19,21,minister,5.04,8,16.765254047244518,content
19,22,and,7.41,3,17.08950876132005,function
19,23,African,4.82,7,16.298669243037338,content
19,24,American,5.49,8,16.174881634391117,content
19,25,civil,4.93,5,16.156146532336727,content
19,26,rights,5.19,6,15.345079102590136,content
19,27,activist,4.13,8,31.912982370038975,content
20,0,he,6.69,2,16.02598593458013,function
20,1,also,6.19,4,16.089532836143338,content
20,2,was,6.82,3,14.01337203353958,function
20,3,awarded,4.35,7,13.309387881526208,content
20,4,the,7.73,3,16.462072023413903,function
20,5,Presidential,4.52,12,13.802700165538674,content
20,6,Medal,4.39,5,15.93138584557714,content
20,7,of,7.4,2,15.585477827827376,function
20,8,Freedom,4.86,7,28.655732776426692,content
21,0,in,7.27,2,15.696003510300265,function
21,1,1971,4.32,4,16.62875348104652,content
21,2,Coppola,2.75,7,51.46659663916704,content
21,3,won,5.2,3,16.333347824757315,function
21,4,an,6.53,2,17.94376997779614,function
21,5,Academy,4.57,7,15.003194103009355,content
21,6,Award,4.88,5,16.080215504050194,content
21,7,for,7.01,3,14.68565634334592,function
21,8,his,6.51,3,15.140668778941842,function
21,9,screenplay,3.54,10,17.41169968358523,content
21,10,for,7.01,3,16.389041310551523,function
21,11,Patton,3.4,6,31.992947423384148,content
22,0,however,5.58,7,16.390802412896356,content
22,1,his,6.51,3,15.683851904120903,function
22,2,name,5.61,4,15.229424209537914,content
22,3,as,6.77,2,16.341503929991834,function
22,4,a,7.36,1,16.859819739717338,function
22,5,filmmaker,3.62,9,15.608145141211095,content
22,6,was,6.82,3,13.727113102553867,function
22,7,made,5.92,4,19.041580641673274,content
22,8,as,6.77,2,15.50559532615462,function
22,9,the,7.73,3,17.227259985355126,function
22,10,cowriter,1.31,8,49.74110846167255,content
22,11,and,7.41,3,16.81230574879817,function
22,12,director,5.15,8,17.81672157808956,content
22,13,of,7.4,2,15.38730015544635,function
22,14,The,7.73,3,17.81131581940764,function
22,15,Godfather,3.44,9,15.494970925914918,content
22,16,1972,4.32,4,14.775965121244584,content
22,17,and,7.41,3,16.509192518027902,function
22,18,The,7.73,3,17.92238359119605,function
22,19,Godfather,3.44,9,15.237715149170707,content
22,20,Part,5.78,4,16.705043609108053,content
22,21,II,5.02,2,17.50679508262271,content
22,22,1974,4.34,4,14.05949502877857,content
22,23,which,6.3,5,15.324247188056425,function
22,24,both,5.79,4,14.987966071171357,function
22,25,won,5.2,3,17.01304389888524,function
22,26,the,7.73,3,17.217172170986117,function
22,27,Academy,4.57,7,13.801313297442116,content
22,28,Award,4.88,5,15.297541722030449,content
22,29,for,7.01,3,15.285139709111428,function
22,30,Best,5.84,4,14.354368226780702,content
22,31,Picture,5.13,7,15.646673382587984,content
22,32,the,7.73,3,16.752117324441013,function
22,33,latter,4.56,6,14.572590821085088,content
22,34,being,5.95,5,14.163812825485916,function
22,35,the,7.73,3,17.478018945480343,function
22,36,first,6.11,5,18.296711398035587,content
22,37,sequel,3.98,6,15.303797762938233,content
22,38,to,7.43,2,15.929051009109026,function
22,39,do,6.35,2,16.580407094097172,function
22,40,so,6.52,2,34.62219067255063,function
23,0,while,5.86,5,16.6389554918957,function
23,1,The,7.73,3,16.994168458987744,function
23,2,Godfather,3.44,9,15.636138413326732,content
23,3,Part,5.78,4,16.452035115909553,content
23,4,II,5.02,2,15.855216793301812,content
23,5,won,5.2,3,16.812210814374893,function
23,6,the,7.73,3,16.81010987431195,function
23,7,Oscar,4.31,5,16.08501038035625,content
23,8,The,7.73,3,16.355767483123792,function
23,9,Conversation,4.75,12,14.41466672003441,content
23,10,won,5.2,3,16.25615238002164,function
23,11,the,7.73,3,17.124015360389166,function
23,12,1974,4.34,4,14.772279189071293,content
23,13,Palme,2.57,5,29.264622905263792,content
23,14,dOr,2.78,3,33.30680957258118,content
23,15,at,6.7,2,17.82119312701199,function
23,16,the,7.73,3,15.211057838286973,function
23,17,Cannes,3.5,6,15.153809629328968,content
23,18,Film,5.2,4,15.985488835816165,content
23,19,Festival,4.72,8,33.886828629852644,content
24,0,this,6.82,4,15.997361142170526,function
24,1,led,5.11,3,17.071245579659628,content
24,2,to,7.43,2,13.9971506299102,function
24,3,his,6.51,3,17.391901040817903,function
24,4,being,5.95,5,17.798019496704132,function
24,5,hired,4.41,5,14.790651063767061,content
24,6,by,6.66,2,17.27352469429843,function
24,7,Westinghouse,2.96,12,43.21357986881861,content
24,8,company,5.6,7,17.76411277312123,content
24,9,to,7.43,2,15.587167385389453,function
24,10,service,5.49,7,15.50182821817012,content
24,11,their,6.33,5,17.764533786650542,function
24,12,steam,4.52,5,18.824367929494755,content
24,13,engines,4.35,7,30.938382828962375,content
25,0,clinton,4.57,7,15.577793642986826,content
25,1,received,5.16,8,14.828262981580153,content
25,2,a,7.36,1,15.262931933370815,function
25,3,BSFS,0.0,4,31.16341318451851,content
25,4,degree,4.94,6,14.677264965845021,content
25,5,from,6.63,4,14.702359298397715,function
25,6,the,7.73,3,15.646751806676777,function
25,7,Edmund,3.63,6,14.982228729938575,content
25,8,A,7.36,1,14.91981416214865,function
25,9,Walsh,3.85,5,15.76364084723159,content
25,10,School,5.71,6,13.980876943554957,content
25,11,of,7.4,2,14.961698129009175,function
25,12,Foreign,5.08,7,13.563303067260058,content
25,13,Service,5.49,7,17.00416959410072,content
25,14,at,6.7,2,16.25291360274059,function
25,15,Georgetown,3.57,10,16.263240816959602,content
25,16,University,5.39,10,19.10888089260891,content
25,17,in,7.27,2,17.216196685390425,function
25,18,Washington,5.08,10,16.457572957267335,content
25,19,DC,4.56,2,18.83623335654308,content
25,20,where,6.0,5,16.906567375944263,function
25,21,he,6.69,2,14.871562709622582,function
